Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-12-22 00:00:00-05:00,11.63388864670315,11.660130500793457,11.61639407730961,11.660130500793457,1900,0.0,0.0,0.0
1998-12-23 00:00:00-05:00,11.738848747814155,11.835068819517549,11.738848747814155,11.782585144042969,700,0.0,0.0,0.0
1998-12-24 00:00:00-05:00,11.922543687640495,12.053752899169922,11.870060003028724,12.053752899169922,1500,0.0,0.0,0.0
1998-12-28 00:00:00-05:00,12.036263394669943,12.036263394669943,11.931295981344332,11.948790550231934,2500,0.0,0.0,0.0
1998-12-29 00:00:00-05:00,12.167472839355469,12.167472839355469,12.167472839355469,12.167472839355469,100,0.0,0.0,0.0
1998-12-30 00:00:00-05:00,12.15871864544374,12.15871864544374,12.132476806640623,12.132476806640625,800,0.0,0.0,0.0
1998-12-31 00:00:00-05:00,12.237448917315504,12.316174464317534,12.237448917315504,12.272438049316406,3300,0.0,0.0,0.0
1999-01-04 00:00:00-05:00,12.281182673070338,12.456128295193848,12.12373161315918,12.12373161315918,13000,0.0,0.0,0.0
1999-01-05 00:00:00-05:00,12.237447745363477,12.482371645913997,12.237447745363477,12.421140670776367,4400,0.0,0.0,0.0
1999-01-06 00:00:00-05:00,12.499874930728264,12.639831542968748,12.438643912873053,12.63983154296875,12900,0.0,0.0,0.0
1999-01-07 00:00:00-05:00,12.578597810976675,13.094687707254577,12.49987223357835,12.543608665466309,86200,0.0,0.0,0.0
1999-01-08 00:00:00-05:00,12.65731916987084,12.972221374511719,12.65731916987084,12.972221374511719,25200,0.0,0.0,0.0
1999-01-11 00:00:00-05:00,12.9809671584241,12.998461723327637,12.875999769002881,12.998461723327637,14200,0.0,0.0,0.0
1999-01-12 00:00:00-05:00,12.884750191678,12.945981183763367,12.63982622333653,12.666068077087402,5100,0.0,0.0,0.0
1999-01-13 00:00:00-05:00,12.289930265502067,12.526106861351574,12.289930265502067,12.386150360107422,5500,0.0,0.0,0.0
1999-01-14 00:00:00-05:00,12.421140985927362,12.438635550696274,12.071249690549127,12.176217079162598,127300,0.0,0.0,0.0
1999-01-15 00:00:00-05:00,12.316174549661625,12.35991096496582,12.25494356823575,12.35991096496582,15800,0.0,0.0,0.0
1999-01-19 00:00:00-05:00,12.316169678262435,12.316169678262435,12.045004010630237,12.132476806640625,26700,0.0,0.0,0.0
