Variable1;Valor1;Variable2;Valor2;Variable3;Valor3;PERIODO;VALOR
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M12;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M11;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M10;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M09;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M08;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M07;-0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M06;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M05;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M04;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M03;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M02;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2003M01;-0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M10;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M09;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M08;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M07;-0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M06;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M05;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M04;1,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M03;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M02;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2002M01;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M12;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M11;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M10;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M09;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M08;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M07;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M06;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M05;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M04;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M02;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2001M01;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M10;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M09;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M08;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M07;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M06;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M05;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M04;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M02;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;2000M01;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M12;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M10;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M09;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M08;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M07;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M06;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M05;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M04;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M02;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1999M01;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M11;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M10;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M09;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M08;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M07;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M06;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M05;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M04;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M03;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M02;-0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1998M01;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M10;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M09;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M08;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M07;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M06;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M05;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M04;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M03;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M02;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1997M01;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M11;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M10;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M09;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M08;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M07;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M06;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M05;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M04;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M02;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1996M01;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M11;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M10;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M09;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M08;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M07;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M06;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M05;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M04;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M03;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M02;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1995M01;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M12;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M10;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M09;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M08;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M07;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M06;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M05;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M04;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M03;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M02;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1994M01;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M12;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M10;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M09;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M08;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M07;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M06;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M05;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M04;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M02;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1993M01;0,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M12;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M11;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M10;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M09;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M08;0,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M07;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M06;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M05;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M04;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M02;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1992M01;1,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M12;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M10;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M09;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M08;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M07;1,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M06;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M05;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M04;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M03;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M02;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1991M01;1,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M12;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M11;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M10;0,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M09;1,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M08;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M07;1,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M06;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M05;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M04;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M03;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M02;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1990M01;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M12;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M11;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M10;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M09;1,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M08;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M07;1,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M06;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M05;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M04;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M03;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M02;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1989M01;1,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M12;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M11;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M10;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M09;0,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M08;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M07;1,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M06;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M05;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M04;-0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M03;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M02;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1988M01;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M12;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M11;-0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M10;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M09;0,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M08;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M07;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M06;0,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M05;-0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M04;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M03;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M02;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1987M01;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M12;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M11;-0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M10;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M09;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M08;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M07;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M06;0,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M05;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M04;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M03;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M02;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1986M01;2,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M12;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M11;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M10;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M09;1,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M08;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M07;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M06;-0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M05;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M04;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M03;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M02;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1985M01;1,9
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M12;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M11;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M10;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M09;0,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M08;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M07;1,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M06;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M05;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M04;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M03;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M02;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1984M01;1,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M12;1,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M11;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M10;1,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M09;0,8
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M08;1,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M07;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M06;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M05;0,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M04;1,4
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M03;0,6
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M02;0,5
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1983M01;1,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1982M12;2,2
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1982M11;0,3
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1982M10;1,0
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1982M09;0,1
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1982M08;0,7
Tipo de dato;Variación mensual;Total Nacional;Total Nacional;Grupos ECOICOP;Índice general;1982M07;1,3
