Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-12-22 00:00:00-05:00,11.404218304392472,11.404218304392472,11.282654391333345,11.335838317871094,55887,0.0,0.0,0.0
1998-12-23 00:00:00-05:00,11.290250103774024,11.502986907958984,11.290250103774024,11.502986907958984,78784,0.0,0.0,0.0
1998-12-24 00:00:00-05:00,11.502993055624268,11.578969955444336,11.465004034862806,11.578969955444336,43824,0.0,0.0,0.0
1998-12-28 00:00:00-05:00,11.571369129515253,11.571369129515253,11.396621274582287,11.427013397216797,51948,0.0,0.0,0.0
1998-12-29 00:00:00-05:00,11.442203580202778,11.548572540283203,11.305443651771103,11.548572540283203,100819,0.0,0.0,0.0
1998-12-30 00:00:00-05:00,11.487790851094651,11.563768852011831,11.42701004874405,11.502986907958984,154614,0.0,0.0,0.0
1998-12-31 00:00:00-05:00,11.50299071222348,11.518185632410828,11.39662170410156,11.396621704101562,65366,0.0,0.0,0.0
1999-01-04 00:00:00-05:00,11.259862855604947,11.586565627510446,11.259862855604947,11.396621704101562,250632,0.0,0.0,0.0
1999-01-05 00:00:00-05:00,11.35103204782687,11.518181823121076,11.35103204782687,11.502986907958984,47763,0.0,0.0,0.0
1999-01-06 00:00:00-05:00,11.715720956854442,11.882871834540543,11.63974411550765,11.86767578125,129871,0.0,0.0,0.0
1999-01-07 00:00:00-05:00,11.746118969816688,12.050028800964357,11.715727986701921,12.050028800964355,89986,0.0,0.0,0.0
1999-01-08 00:00:00-05:00,12.186785402715149,12.186785402715149,11.996841525707492,12.126002311706543,173694,0.0,0.0,0.0
1999-01-11 00:00:00-05:00,12.141204460598782,12.141204460598782,11.82969652870861,11.943663597106934,62904,0.0,0.0,0.0
1999-01-12 00:00:00-05:00,11.882878772856692,11.882878772856692,11.609358787536621,11.609358787536621,117437,0.0,0.0,0.0
1999-01-13 00:00:00-05:00,11.047118156974186,11.609350356353898,11.047118156974186,11.457395553588867,359206,0.0,0.0,0.0
1999-01-14 00:00:00-05:00,11.42701461782379,11.510589538888237,11.062321665982378,11.16869068145752,59950,0.0,0.0,0.0
1999-01-15 00:00:00-05:00,11.32064222284531,11.487792015075684,11.267458301835859,11.487792015075684,96757,0.0,0.0,0.0
1999-01-19 00:00:00-05:00,11.670140102969675,11.670140102969675,11.275057350854558,11.427013397216797,54903,0.0,0.0,0.0
1999-01-20 00:00:00-05:00,11.548576701814676,11.692933568076604,11.442207703404165,11.510587692260742,76445,0.0,0.0,0.0
1999-01-21 00:00:00-05:00,11.411820426043578,11.465004371650203,11.2750604039661,11.305451393127441,438482,0.0,0.0,0.0
1999-01-22 00:00:00-05:00,11.244661351126235,11.305443285861477,11.168684503558215,11.229466438293457,109928,0.0,0.0,0.0
1999-01-25 00:00:00-05:00,11.29025149554071,11.335837388348667,11.153491533712074,11.320642471313477,169632,0.0,0.0,0.0
1999-01-26 00:00:00-05:00,11.366230360079186,11.389024452188286,11.244666435640989,11.328241348266602,118053,0.0,0.0,0.0
1999-01-27 00:00:00-05:00,11.396623434863907,11.396623434863907,11.183886528015137,11.183886528015137,56872,0.0,0.0,0.0
1999-01-28 00:00:00-05:00,11.153493175648174,11.366230037375104,11.153493175648174,11.351035118103027,47270,0.0,0.0,0.0
1999-01-29 00:00:00-05:00,11.419412272372478,11.609354995453543,11.259859380286386,11.594160079956055,72998,0.0,0.0,0.0
1999-02-01 00:00:00-05:00,11.639750702422715,11.639750702422715,11.39662170410156,11.396621704101562,59827,0.0,0.0,0.0
1999-02-02 00:00:00-05:00,11.305451643520964,11.366233623189848,11.161094727233095,11.275060653686523,107220,0.0,0.0,0.0
1999-02-03 00:00:00-05:00,11.214278982150446,11.442211983023089,11.130704043235086,11.358635902404785,69675,0.0,0.0,0.0
1999-02-04 00:00:00-05:00,11.275059272690555,11.335841244914718,11.092713356018066,11.092713356018066,48625,0.0,0.0,0.0
1999-02-05 00:00:00-05:00,11.06992210607461,11.123106054532732,10.925565185244164,11.001542091369629,103035,0.0,0.0,0.0
1999-02-08 00:00:00-05:00,11.077519430064308,11.092714353635511,10.895173496992633,10.971150398254395,137749,0.0,0.0,0.0
1999-02-09 00:00:00-05:00,10.971144893310246,11.001535866906377,10.743213162190413,10.81919002532959,264050,0.0,0.0,0.0
1999-02-10 00:00:00-05:00,10.849581248734907,10.91036319732666,10.7280173515514,10.91036319732666,31883,0.0,0.0,0.0
1999-02-11 00:00:00-05:00,10.95595237489587,11.366230037375104,10.95595237489587,11.351035118103027,81000,0.0,0.0,0.0
1999-02-12 00:00:00-05:00,11.290255552290919,11.351037525676281,11.06232258124441,11.183886528015137,106974,0.0,0.0,0.0
1999-02-16 00:00:00-05:00,11.297851188096933,11.427013139571066,11.275057096634992,11.351035118103027,463102,0.0,0.0,0.0
1999-02-17 00:00:00-05:00,11.39662170410156,11.624554640532747,11.290253837682265,11.396621704101562,501140,0.0,0.0,0.0
1999-02-18 00:00:00-05:00,11.457402622204228,11.578966539414804,11.366229684296297,11.510587692260742,69428,0.0,0.0,0.0
1999-02-19 00:00:00-05:00,11.594158421959024,11.761309318741949,11.525778457743188,11.548572540283203,76322,0.0,0.0,0.0
1999-02-22 00:00:00-05:00,11.639749517975387,11.966452256635995,11.639749517975387,11.882877349853516,89617,0.0,0.0,0.0
1999-02-23 00:00:00-05:00,11.96645030442597,12.080416171600794,11.867679353413376,12.034829139709473,121623,0.0,0.0,0.0
1999-02-24 00:00:00-05:00,12.080418151746205,12.095614212101593,11.59416248761388,11.639749526977539,251986,0.0,0.0,0.0
1999-02-25 00:00:00-05:00,11.472595474429127,11.624550328448617,11.320640620409637,11.56376838684082,173448,0.0,0.0,0.0
1999-02-26 00:00:00-05:00,11.563778033916059,11.80690600317661,11.5105940760661,11.776515007019043,116822,0.0,0.0,0.0
1999-03-01 00:00:00-05:00,11.730921224261591,11.905669049665915,11.685334189715636,11.82209300994873,211486,0.0,0.0,0.0
1999-03-02 00:00:00-05:00,11.91326742790803,12.019636427355726,11.77650859056388,11.852486610412598,91463,0.0,0.0,0.0
1999-03-03 00:00:00-05:00,11.913259774185683,11.928455825073673,11.677730119036202,11.73851203918457,57365,0.0,0.0,0.0
1999-03-04 00:00:00-05:00,11.776504790331506,12.034827462711855,11.776504790331506,12.004436492919922,50348,0.0,0.0,0.0
1999-03-05 00:00:00-05:00,12.46030624108528,12.46030624108528,12.141201495917665,12.30835247039795,498432,0.0,0.0,0.0
1999-03-08 00:00:00-05:00,12.308353095990663,12.33874408001333,12.163995065605977,12.224778175354004,133564,0.0,0.0,0.0
1999-03-09 00:00:00-05:00,12.24756744081521,12.437512478608726,12.156395649398254,12.323545455932617,105374,0.0,0.0,0.0
1999-03-10 00:00:00-05:00,12.43751061468231,12.559074507290228,12.338739666512804,12.55147647857666,91217,0.0,0.0,0.0
1999-03-11 00:00:00-05:00,12.581864131303915,12.749013868676903,12.490691235909015,12.612255096435547,210993,0.0,0.0,0.0
1999-03-12 00:00:00-05:00,12.657848493957877,12.733826522780387,12.536284561203988,12.635055541992188,183911,0.0,0.0,0.0
1999-03-15 00:00:00-05:00,12.64265036820484,12.733823294657212,12.566672358643345,12.673041343688965,82969,0.0,0.0,0.0
1999-03-16 00:00:00-05:00,12.794610603855793,12.794610603855793,12.490700721740723,12.490700721740723,188466,0.0,0.0,0.0
1999-03-17 00:00:00-05:00,12.429917799210532,12.429917799210532,12.26276680591857,12.384330749511719,161261,0.0,0.0,0.0
1999-03-18 00:00:00-05:00,12.293153579286233,12.673041343688963,12.293153579286233,12.673041343688965,199422,0.0,0.0,0.0
1999-03-19 00:00:00-05:00,12.70668274932696,12.70668274932696,12.41720149921761,12.432437896728516,244723,0.056052,0.0,0.0
1999-03-22 00:00:00-05:00,12.401968295189963,12.508618516452065,12.356260239839573,12.462911605834961,427280,0.0,0.0,0.0
1999-03-23 00:00:00-05:00,12.29531405595805,12.341022100627134,12.005833970408256,12.036304473876953,288793,0.0,0.0,0.0
1999-03-24 00:00:00-05:00,12.066776734229801,12.127721178457982,11.944890135239595,12.005834579467773,144396,0.0,0.0,0.0
1999-03-25 00:00:00-05:00,12.432440219935641,12.432440219935641,12.15819417135669,12.280080795288086,77184,0.0,0.0,0.0
1999-03-26 00:00:00-05:00,12.196286764765885,12.280083551342143,12.120108180078441,12.173433303833008,65120,0.0,0.0,0.0
1999-03-29 00:00:00-05:00,12.35626262866402,12.493384531758267,12.325790967450464,12.447677612304688,75583,0.0,0.0,0.0
1999-03-30 00:00:00-05:00,12.356258797337869,12.386730449103027,12.241990389401812,12.302933692932129,141565,0.0,0.0,0.0
1999-03-31 00:00:00-05:00,12.310548177471277,12.401963105183208,12.11248192839569,12.158188819885254,112637,0.0,0.0,0.0
1999-04-01 00:00:00-05:00,12.127725881583023,12.203904463127376,12.066781413720616,12.188669204711914,52933,0.0,0.0,0.0
1999-04-05 00:00:00-04:00,12.356258198640178,12.478144799795043,12.26484324777403,12.432437896728516,92941,0.0,0.0,0.0
1999-04-06 00:00:00-04:00,12.40196770655616,12.546707776284917,12.29531634562276,12.341024398803711,142427,0.0,0.0,0.0
1999-04-07 00:00:00-04:00,12.455294413003793,12.737157533712754,12.44767621237381,12.676214218139648,324738,0.0,0.0,0.0
1999-04-08 00:00:00-04:00,12.7980968130264,12.935219802186776,12.767625164849985,12.904747009277344,194498,0.0,0.0,0.0
1999-04-09 00:00:00-04:00,12.859048528891332,12.950463533274908,12.737161856379899,12.874283790588379,151167,0.0,0.0,0.0
1999-04-12 00:00:00-04:00,12.79810002352159,13.118051837269647,12.782863623244713,13.102816581726074,193759,0.0,0.0,0.0
1999-04-13 00:00:00-04:00,13.255172468961247,13.255172468961247,13.057106169502314,13.087577819824219,209516,0.0,0.0,0.0
1999-04-14 00:00:00-04:00,13.163759001221582,13.270410361731736,12.919985771179197,12.9199857711792,160646,0.0,0.0,0.0
1999-04-15 00:00:00-04:00,12.99616373202874,13.468474915754463,12.721918860916986,12.79809856414795,124577,0.0,0.0,0.0
1999-04-16 00:00:00-04:00,12.859047343958066,12.859047343958066,12.630509281691529,12.737160682678223,125070,0.0,0.0,0.0
1999-04-19 00:00:00-04:00,12.973315802724503,13.178999257450823,12.737160682678223,12.737160682678223,149443,0.0,0.0,0.0
1999-04-20 00:00:00-04:00,12.8133320647481,13.346586480201871,12.7980968130264,12.904747009277344,67213,0.0,0.0,0.0
1999-04-21 00:00:00-04:00,12.919986646803384,13.102816581726076,12.904750246526508,13.102816581726074,85185,0.0,0.0,0.0
1999-04-22 00:00:00-04:00,13.072342373022298,13.239935874938963,13.072342373022298,13.239935874938965,74476,0.0,0.0,0.0
1999-04-23 00:00:00-04:00,13.316116689357282,13.316116689357282,13.102815122371075,13.194230079650879,159045,0.0,0.0,0.0
1999-04-26 00:00:00-04:00,13.209461051367787,13.209461051367787,12.935217413163507,12.996159553527832,184404,0.0,0.0,0.0
1999-04-27 00:00:00-04:00,13.110430633399734,13.278024115014823,12.996161101680782,13.224699020385742,72998,0.0,0.0,0.0
1999-04-28 00:00:00-04:00,13.239933303110218,13.300876591011463,13.072339833748227,13.148519515991211,189328,0.0,0.0,0.0
1999-04-29 00:00:00-04:00,13.148523173377564,13.346588341783882,13.133286774797677,13.194230079650879,104512,0.0,0.0,0.0
1999-04-30 00:00:00-04:00,13.19422433569919,13.255167614021445,12.782856634657621,13.011394500732422,417801,0.0,0.0,0.0
1999-05-03 00:00:00-04:00,12.965694784975499,13.163761138916014,12.904751467568174,13.163761138916016,257895,0.0,0.0,0.0
1999-05-04 00:00:00-04:00,13.072344769847293,13.133288080760645,12.752391815185547,12.752391815185547,368685,0.0,0.0,0.0
1999-05-05 00:00:00-04:00,12.767628009648263,12.859042974545984,12.584798079852819,12.828571319580078,267373,0.0,0.0,0.0
1999-05-06 00:00:00-04:00,12.691450144418122,12.813336781996524,12.554328249509139,12.61527156829834,211486,0.0,0.0,0.0
1999-05-07 00:00:00-04:00,12.782861514637766,12.935220913340748,12.752389863843792,12.859041213989258,787963,0.0,0.0,0.0
1999-05-10 00:00:00-04:00,12.950454588233589,12.996161486488166,12.782859956923197,12.813331604003906,53918,0.0,0.0,0.0
1999-05-11 00:00:00-04:00,12.919986562749255,13.13328815210471,12.904750162571503,12.965693473815918,70536,0.0,0.0,0.0
1999-05-12 00:00:00-04:00,12.935218008336859,13.163754765600094,12.78285864385089,13.148519515991211,51087,0.0,0.0,0.0
1999-05-13 00:00:00-04:00,13.163761067814887,13.30088295887403,13.156142866996767,13.27041244506836,61181,0.0,0.0,0.0
1999-05-14 00:00:00-04:00,12.950456166371177,13.026634720989554,12.70668296001939,12.859041213989258,197083,0.0,0.0,0.0
1999-05-17 00:00:00-04:00,12.676214887087541,12.752393463207323,12.478148528655918,12.61527156829834,235613,0.0,0.0,0.0
1999-05-18 00:00:00-04:00,12.70667614855775,12.813326296799886,12.44766668328542,12.645732879638672,166062,0.0,0.0,0.0
1999-05-19 00:00:00-04:00,12.6762173520383,12.737160682678223,12.569565951051608,12.737160682678223,85924,0.0,0.0,0.0
1999-05-20 00:00:00-04:00,12.721919271281974,12.813334231267955,12.569561004638672,12.569561004638672,180465,0.0,0.0,0.0
1999-05-21 00:00:00-04:00,12.53909397125244,12.615273705008592,12.440060775262895,12.539093971252441,95772,0.0,0.0,0.0
1999-05-24 00:00:00-04:00,12.356260818330826,12.417204131829047,12.12772396507917,12.264845848083496,534870,0.0,0.0,0.0
1999-05-25 00:00:00-04:00,12.188659497000254,12.264838017871886,11.94488525390625,11.94488525390625,105497,0.0,0.0,0.0
1999-05-26 00:00:00-04:00,12.005838305449437,12.333408355712892,11.883951668632019,12.33340835571289,236106,0.0,0.0,0.0
1999-05-27 00:00:00-04:00,12.226752561320934,12.226752561320934,11.982979375707204,12.036304473876953,53549,0.0,0.0,0.0
1999-05-28 00:00:00-04:00,12.127725961051636,12.264847866623388,12.043928032650177,12.226758003234863,47394,0.0,0.0,0.0
1999-06-01 00:00:00-04:00,12.158191528823506,12.21913597227649,11.914419478676882,12.051541328430176,256417,0.0,0.0,0.0
1999-06-02 00:00:00-04:00,11.9906008946866,12.066779463921709,11.77729929820162,11.97536563873291,126178,0.0,0.0,0.0
1999-06-03 00:00:00-04:00,12.127724175181068,12.127724175181068,11.929657830513863,11.967747688293457,87155,0.0,0.0,0.0
1999-06-04 00:00:00-04:00,12.112489478434043,12.23437612469182,12.036309752156171,12.188669204711914,91340,0.0,0.0,0.0
1999-06-07 00:00:00-04:00,12.264841854366798,12.432436484280878,12.219134956493027,12.417200088500977,60319,0.0,0.0,0.0
1999-06-08 00:00:00-04:00,12.38672952866917,12.38672952866917,12.196281433105469,12.196281433105469,233767,0.0,0.0,0.0
1999-06-09 00:00:00-04:00,12.234367291854491,12.348636798772224,12.120098929669451,12.16580581665039,41977,0.0,0.0,0.0
1999-06-10 00:00:00-04:00,12.02107073611209,12.02107073611209,11.853476077528772,11.937273979187012,121623,0.0,0.0,0.0
1999-06-11 00:00:00-04:00,11.96012592315674,12.1277205605965,11.868710978571329,11.960125923156738,100942,0.0,0.0,0.0
1999-06-14 00:00:00-04:00,12.005830771271814,12.005830771271814,11.853471426128683,11.899179458618164,35207,0.0,0.0,0.0
1999-06-15 00:00:00-04:00,11.975362319620816,12.05154086774215,11.914419023230543,11.960125923156738,152890,0.0,0.0,0.0
1999-06-16 00:00:00-04:00,12.249607486914638,12.379111136720386,12.234371090035697,12.2724609375,228966,0.0,0.0,0.0
1999-06-17 00:00:00-04:00,12.32578936496028,12.554327366716208,12.249610794197208,12.50861930847168,192898,0.0,0.0,0.0
1999-06-18 00:00:00-04:00,12.436388614324848,12.558613518724684,12.428749270822266,12.528056144714355,66351,0.057677,0.0,0.0
1999-06-21 00:00:00-04:00,12.573884478974422,12.619719368098044,12.466938317535586,12.604440689086914,157568,0.0,0.0,0.0
1999-06-22 00:00:00-04:00,12.589160930271882,12.60443845866981,12.466936111450195,12.466936111450195,89001,0.0,0.0,0.0
1999-06-23 00:00:00-04:00,12.466933233292451,12.466933233292451,12.222483652083524,12.344708442687988,49117,0.0,0.0,0.0
1999-06-24 00:00:00-04:00,12.298877263664787,12.298877263664787,12.000954534124645,12.146096229553223,68444,0.0,0.0,0.0
