Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2004-01-30 00:00:00-05:00,40.91975248074138,41.33952834319093,40.91975248074138,41.2052001953125,117600,0.0,0.0,0.0
2004-02-02 00:00:00-05:00,41.22198574291729,41.23877716064453,41.00370371773407,41.23877716064453,65400,0.0,0.0,0.0
2004-02-03 00:00:00-05:00,40.97011272990108,40.98690414428711,40.81899320306167,40.98690414428711,231100,0.0,0.0,0.0
2004-02-04 00:00:00-05:00,39.878707325943054,39.878707325943054,39.75277328491211,39.75277328491211,51000,0.0,0.0,0.0
2004-02-05 00:00:00-05:00,40.04662061756525,40.04662061756525,39.752775572462475,39.95426940917969,2600,0.0,0.0,0.0
2004-02-06 00:00:00-05:00,40.214531907102376,40.76023864746094,40.214531907102376,40.76023864746094,1000,0.0,0.0,0.0
2004-02-09 00:00:00-05:00,40.83580228235913,40.961736343413975,40.65109984684837,40.718265533447266,3200,0.0,0.0,0.0
2004-02-10 00:00:00-05:00,40.986907104123844,40.986907104123844,40.84418487548828,40.84418487548828,200,0.0,0.0,0.0
2004-02-11 00:00:00-05:00,40.819011811375745,41.27237059856834,40.819011811375745,41.18001937866211,176400,0.0,0.0,0.0
2004-02-12 00:00:00-05:00,41.138030432304774,41.138030432304774,41.0120964050293,41.0120964050293,300,0.0,0.0,0.0
2004-02-13 00:00:00-05:00,41.163218761626965,41.163218761626965,40.466392517089844,40.466392517089844,1800,0.0,0.0,0.0
2004-02-17 00:00:00-05:00,40.83579306583851,41.0876579284668,40.83579306583851,41.0876579284668,500,0.0,0.0,0.0
2004-02-18 00:00:00-05:00,41.02888519752678,41.02888519752678,40.87776565551758,40.87776565551758,200,0.0,0.0,0.0
2004-02-19 00:00:00-05:00,40.87776565551758,40.87776565551758,40.87776565551758,40.87776565551758,0,0.0,0.0,0.0
2004-02-20 00:00:00-05:00,40.38243996529843,40.38243996529843,39.85352464156632,40.080204010009766,2400,0.0,0.0,0.0
2004-02-23 00:00:00-05:00,40.29846557413235,40.29846557413235,39.232234954833984,39.232234954833984,1300,0.0,0.0,0.0
2004-02-24 00:00:00-05:00,39.37497707801757,39.45893096923828,39.37497707801757,39.45893096923828,700,0.0,0.0,0.0
2004-02-25 00:00:00-05:00,39.66042533678326,39.66042533678326,39.6268424987793,39.6268424987793,3000,0.0,0.0,0.0
