Date,Variacion_IPC,IPC_suma
2022-11-01,-0.1,380.9999999999995
2022-12-01,0.2,381.1999999999995
2023-01-01,-0.2,380.9999999999995
2023-02-01,0.9,381.89999999999947
2023-03-01,0.4,382.29999999999944
2023-04-01,0.6,382.89999999999947
2023-05-01,0.0,382.89999999999947
2023-06-01,0.6,383.4999999999995
2023-07-01,0.2,383.6999999999995
2023-08-01,0.5,384.1999999999995
2023-09-01,0.2,384.39999999999947
2023-10-01,0.3,384.6999999999995
2023-11-01,-0.3,384.39999999999947
2023-12-01,0.0,384.39999999999947
2024-01-01,0.1,384.4999999999995
2024-02-01,0.4,384.89999999999947
2024-03-01,0.8,385.6999999999995
2024-04-01,0.7,386.39999999999947
2024-05-01,0.3,386.6999999999995
2024-06-01,0.4,387.09999999999945
2024-07-01,-0.5,386.59999999999945
2024-08-01,0.0,386.59999999999945
2024-09-01,-0.6,385.99999999999943
2024-10-01,0.6,386.59999999999945
2024-11-01,0.2,386.79999999999944
2024-12-01,0.5,387.29999999999944
2025-01-01,0.2,387.49999999999943
2025-02-01,0.4,387.8999999999994
2025-03-01,0.1,387.99999999999943
